event_id,device_id,timestamp,longitude,latitude,city,state,gender,age,new_group,phone_brand,device_model
1765225,516224043795252672,2016-05-07 06:47:49,80.35834100000002,13.133273999999998,Chennai,TamilNadu,M,27,"(20, 30]",OPPO,R7
2000135,-13314724253404850,2016-05-03 15:50:29,77.88371199999997,28.503088,Bulandshahr,UttarPradesh,F,24,"(20, 30]",Huawei,荣耀3C
812461,-240435046716560576,2016-05-06 09:20:22,85.55273100000002,23.707264,Ramgarh,Jharkhand,F,30,"(20, 30]",Huawei,荣耀6
927089,-258158835257519424,2016-05-04 12:41:08,83.05425100000002,17.705705000000005,Anakapalle,AndhraPradesh,F,21,"(20, 30]",Xiaomi,红米note
245939,50366114458478,2016-05-03 08:10:31,88.386448,22.662182,Calcutta,WestBengal,M,20,"(10, 20]",LeEco,超级手机1
2787439,-1025284795963440768,2016-05-01 20:16:20,80.310762,13.169339,Chennai,TamilNadu,M,56,"(50, 60]",Samsung,Galaxy Note 2
2330545,-23366031018699840,2016-05-07 09:08:15,79.548604,19.411107,Kagaznagar,AndhraPradesh,M,22,"(20, 30]",Samsung,Galaxy Note 2
2046740,7276344916981148,2016-05-05 08:13:00,80.30125799999998,26.522963,KanpurCantonment,UttarPradesh,M,33,"(30, 40]",vivo,X5L
1652210,59394614996466872,2016-05-05 01:18:22,88.162124,22.528178,Ulubaria,WestBengal,F,39,"(30, 40]",Xiaomi,红米note
3218507,-217545248833656928,2016-05-06 22:37:49,78.49083800000002,17.444369000000002,Hyderabad,Telangana,M,73,"(70, 80]",vivo,X3L
2142713,-9880976325868200,2016-05-03 06:37:52,78.220617,8.883911999999997,Thuthukkudi,TamilNadu,F,28,"(20, 30]",Samsung,Galaxy S4
1051892,25998715140835504,2016-05-01 21:03:16,79.174448,10.866224,Thanjavur,TamilNadu,F,27,"(20, 30]",Samsung,A880
3086158,90982446876358976,2016-05-04 02:16:48,79.10398699999998,28.042016,Ujhani,UttarPradesh,M,31,"(30, 40]",Xiaomi,MI 2
955370,-1025466934738207744,2016-05-05 11:14:44,78.523852,17.435893,Hyderabad,AndhraPradesh,M,27,"(20, 30]",酷比,H6
2972850,70656543432050648,2016-05-05 12:26:38,76.448886,15.299991,Hospet,Karnataka,M,31,"(30, 40]",Nubia,Z9
530027,329961892095522560,2016-05-04 21:56:46,88.481555,26.75884000000001,Shiliguri,WestBengal,F,31,"(30, 40]",Meizu,MX3
276182,-228846787598753152,2016-05-07 10:32:15,88.413496,22.561318,Chakdaha,WestBengal,F,63,"(60, 70]",Meizu,MX3
1334106,-2734689217401949696,2016-05-05 10:00:05,72.616658,23.056911,Ahmadabad,Gujarat,M,27,"(20, 30]",Huawei,荣耀3X畅玩版
50921,-184459559578718272,2016-05-07 16:35:33,77.040939,20.742026,Akola,Maharashtra,F,24,"(20, 30]",Xiaomi,红米note增强版
1799986,4184872012668940800,2016-05-06 11:12:32,78.883696,18.151226,Siddipet,AndhraPradesh,M,30,"(20, 30]",Xiaomi,红米
1776773,3711361681074975744,2016-05-02 15:54:13,70.861036,22.872394,Morvi,Gujarat,M,31,"(30, 40]",Samsung,Galaxy S6
1608869,3501846588781962240,2016-05-04 13:27:20,72.60735000000003,23.76338100000001,Visnagar,Gujarat,M,28,"(20, 30]",Xiaomi,E5
